homoSapienGeneId	Human_Brain_Female	Human_Brain_Male1	Human_Brain_Male2	Human_Brain_Male3	Human_Brain_Male4	Human_Brain_Male5	Human_Cerebellum_Female	Human_Cerebellum_Male	Human_Heart_Female	Human_Heart_Male1	Human_Heart_Male2	Human_Kidney_Female	Human_Kidney_Male1	Human_Kidney_Male2	Human_Liver_Male1	Human_Liver_Male2	Human_Testis_Male1	Human_Testis_Male2	Chimpanzee_Brain_Male1	Chimpanzee_Brain_Male2	Chimpanzee_Brain_Male3	Chimpanzee_Brain_Male4	Chimpanzee_Brain_Male5	Chimpanzee_Brain_Female	Chimpanzee_Cerebellum_Male	Chimpanzee_Cerebellum_Female	Chimpanzee_Heart_Male	Chimpanzee_Heart_Female	Chimpanzee_Kidney_Male	Chimpanzee_Kidney_Female	Chimpanzee_Liver_Male	Chimpanzee_Liver_Female	Chimpanzee_Testis_Male	Gorilla_Brain_Female	Gorilla_Brain_Male	Gorilla_Cerebellum_Female	Gorilla_Cerebellum_Male	Gorilla_Heart_Female	Gorilla_Heart_Male	Gorilla_Kidney_Female	Gorilla_Kidney_Male	Gorilla_Liver_Female	Gorilla_Liver_Male	Gorilla_Testis_Male	Orangutan_Brain_Male	Orangutan_Brain_Female	Orangutan_Cerebellum_Female	Orangutan_Heart_Female	Orangutan_Heart_Male	Orangutan_Kidney_Female	Orangutan_Kidney_Male	Orangutan_Liver_Female	Orangutan_Liver_Male	Macaque_Brain_Female	Macaque_Brain_Male2	Macaque_Cerebellum_Female	Macaque_Cerebellum_Male	Macaque_Heart_Female	Macaque_Heart_Male	Macaque_Kidney_Female	Macaque_Kidney_Male	Macaque_Liver_Female	Macaque_Liver_Male	Macaque_Testis_Male2	Mouse_Brain_Female	Mouse_Brain_Male1	Mouse_Brain_Male2	Mouse_Cerebellum_Female	Mouse_Cerebellum_Male1	Mouse_Cerebellum_Male2	Mouse_Heart_Female	Mouse_Heart_Male1	Mouse_Heart_Male2	Mouse_Kidney_Female	Mouse_Kidney_Male1	Mouse_Kidney_Male2	Mouse_Liver_Female	Mouse_Liver_Male1	Mouse_Liver_Male2	Mouse_Testis_Male1	Mouse_Testis_Male2	Opossum_Brain_Female	Opossum_Brain_Male	Opossum_Cerebellum_Female	Opossum_Cerebellum_Male	Opossum_Heart_Female	Opossum_Heart_Male	Opossum_Kidney_Female	Opossum_Kidney_Male	Opossum_Liver_Female	Opossum_Liver_Male	Opossum_Testis_Male1	Opossum_Testis_Male2	Platypus_Brain_Female	Platypus_Brain_Male	Platypus_Cerebellum_Female	Platypus_Cerebellum_Male	Platypus_Heart_Female	Platypus_Heart_Male	Platypus_Kidney_Female	Platypus_Kidney_Male	Platypus_Liver_Female	Platypus_Liver_Male	Platypus_Testis_Male1	Platypus_Testis_Male2	Platypus_Testis_Male3	Chicken_Brain_Female	Chicken_Brain_Male	Chicken_Cerebellum_Female	Chicken_Cerebellum_Male	Chicken_Heart_Female	Chicken_Heart_Male	Chicken_Kidney_Female	Chicken_Kidney_Male	Chicken_Liver_Female	Chicken_Liver_Male	Chicken_Testis_Male1	Chicken_Testis_Male2
ENSG00000139832	911	1769	1139	380	1596	228	1747	1822	10769	5580	8793	38539	22027	30216	22540	20881	8114	23211	1819	986	799	607	608	652	151	910	1929	3417	12491	35949	3795	52514	5153	3112	5319	1368	835	3645	5913	25723	26021	20505	38739	10767	380	2011	641	7845	3808	10492	12502	15060	13583	1329	1894	986	834	18091	9790	8331	5230	14417	22129	13056	684	1214	759	969	304	1420	29855	17454	24345	24986	21604	48549	12024	5296	17593	7616	13027	890	264	2198	2424	635	2568	16678	6559	856	606	2076	4951	2187	3279	2397	2311	1111	1556	22975	33982	30658	42859	2353	26638	5960	1430	1316	2771	3449	3822	3127	32280	22863	17812	23655	5992	4816
ENSG00000184956	10573	7914	3053	9958	2647	4671	106318	69144	3631	4328	2467	33881	26599	34950	9203	18272	13847	11386	8634	33854	10313	10523	16237	4806	25198	28258	884	3161	26154	21855	3255	29334	6675	20211	7750	71972	49355	2721	1136	2944	16734	4861	15534	4646	26716	53936	36519	4922	8149	13077	39724	1291	12043	2408	1563	5566	7107	431	366	1156	633	368	454	152	6175	51020	4022	68678	15096	34910	17173	1856	6787	16054	3847	28247	5090	1831	2897	6160	6909	298	76	152	0	0	0	228	0	0	0	678	957	0	146	0	0	0	0	0	0	0	0	0	0	301	183	0	12	29	0	0	3	75	0	0	3511	2354
ENSG00000124145	48092	35349	44977	10995	41420	8717	23118	27289	40975	56877	64244	308204	246635	335597	194663	106048	46365	85989	80163	35094	63731	65280	56124	82941	18355	99934	75589	48577	553435	911821	157640	904713	66392	87873	54387	45267	91101	29738	26528	296223	410013	133490	607549	41679	4022	46896	11325	47690	16636	209654	390556	579308	149927	14055	26569	16970	15631	34280	29431	143930	84957	103862	101248	35978	65430	162053	33270	140754	58082	88252	32575	13032	32821	334301	283070	386078	603713	353481	589938	32345	40683	35731	8013	9847	9173	3613	8645	48278	34595	4990	2466	753	1204	74060	50673	50939	52434	4358	7366	41146	45965	27013	11423	222	1124	415	10314	6996	6741	14102	3307	3542	16157	19574	6893	7565	6636	4030
ENSG00000165650	59584	27405	43933	26824	22715	3260	63771	64407	12698	15555	16594	62634	13331	28179	31818	56578	28062	169648	10578	8762	10418	25932	15426	20986	26046	50417	17737	22098	36034	36914	20099	33019	62315	33280	18107	17222	9053	4859	3204	15628	16408	18710	22175	142891	6429	14871	11175	8599	3506	10258	10495	12805	19444	19296	27759	23685	17162	5238	3821	7845	13691	8155	5136	619077	75535	179891	28713	81159	25346	49208	37337	26016	23419	43528	37429	40942	37967	22346	33702	326781	386974	90298	16042	23633	22694	35677	107665	58963	32659	57313	39325	111159	232583	91760	39765	56854	33209	12903	18963	14966	31007	25182	21881	48746	121993	78654	26085	12670	24542	32448	9472	9018	34083	26408	18640	12620	113840	153553
ENSG00000005206	35768	26272	18372	32079	43729	11797	63540	144750	22656	42282	19661	60835	47018	57394	20723	29236	76443	225250	18784	11966	13118	14210	14558	18875	22199	49844	5987	10578	40579	33108	7502	18684	46571	43121	59710	72292	45825	18908	11040	32859	37888	23617	18937	48368	18787	28128	26206	9724	7943	43812	64690	11690	37193	19394	24239	32171	40914	16684	21571	18977	11899	9222	48513	139513	45582	133775	27398	75826	43989	68406	28849	20717	15961	22856	32612	26954	12026	13998	16957	116863	107648	43669	7445	31109	25089	9663	23293	22729	12938	13831	8010	20160	48026	13615	4563	21110	13038	1634	1272	6066	6397	1132	641	7743	38730	10600	16742	12411	18818	22109	9714	8952	10357	9178	31520	13267	54610	103134
ENSG00000164168	26177	15942	21866	11361	11830	2503	27891	28666	11328	11601	14648	28563	9861	20771	11406	16561	5239	21095	3662	4092	4857	12463	6747	3299	5105	6980	9696	5516	22247	10670	3345	6094	9488	23447	12112	13634	8429	4703	2356	13127	17104	11466	14311	20122	3423	7891	4572	8713	2269	5550	6998	3932	8629	11109	15196	16336	12259	10189	10101	10768	11538	9651	10016	20269	72749	166700	28945	73481	37606	45332	15213	9907	15977	27151	22637	20395	17187	12568	10987	45580	41461	95132	18555	38350	37567	26856	90518	83538	47515	32764	23204	15834	38420	46494	25366	40024	34660	5247	5482	13426	14209	7144	8952	5993	35724	11111	49508	33470	38593	51648	14441	15682	22259	26653	27043	16495	26511	38906
ENSG00000163380	912	532	683	228	152	0	456	302	62745	109717	104056	152	76	152	228	76	834	76	152	0	0	304	76	0	0	76	228	0	0	304	0	76	152	228	76	76	0	4785	4821	379	0	0	76	0	76	76	76	76	76	76	0	0	152	76	155	76	228	1292	6986	76	0	0	0	984	75	304	0	228	0	152	167759	81884	114595	1366	835	76	152	0	228	531	76	101	548	161	379	304	1822	5082	1234	29306	760	28792	63369	58	76	76	76	228	684	0	0	76	0	0	0	0	76	0	0	76	304	151	304	0	606	0	8	303
ENSG00000161013	54576	31065	45022	40258	30220	13332	107211	166460	68233	105274	96924	162893	112270	159247	361387	404324	19990	53416	50567	44162	44810	48425	46414	32211	69722	68719	64514	96994	166316	155189	60254	167396	10168	48799	34911	95736	57640	113553	68267	117925	115135	217031	199468	30799	25521	37686	39485	68068	52477	61969	81505	42743	177433	26995	60771	41455	55554	29612	40898	40988	31884	67229	380803	7221	49508	149002	25081	51201	23798	39094	87926	58855	62779	63819	91074	75243	32712	29338	34319	27245	21517	76669	22753	31721	36215	16311	25985	103891	46333	59186	47921	7804	15396	23078	18605	26055	32263	13461	14451	24412	16456	5776	7346	2757	16671	3777	55587	24996	36920	39863	136888	173667	154492	98097	216337	259333	43351	29483
ENSG00000112701	51080	34467	50068	13332	22201	2348	42332	61782	22126	20495	24479	37957	6534	32113	29284	24439	9167	54598	11323	22043	19934	38367	30259	23538	33516	58243	40985	37260	80156	59746	13199	40407	55037	44866	18434	40895	41587	5127	4711	22191	62267	28387	46795	87468	10362	19321	24247	31274	7051	12186	24158	11939	23507	18618	19674	38447	20749	11786	8896	11864	13406	8873	5090	38992	76845	174574	36663	94656	28122	88621	62991	43909	55238	91323	77884	86687	43469	27612	40764	68907	77103	117169	21249	21843	22794	4822	36572	14409	14308	13451	9380	22729	48560	54728	29331	43979	27992	10537	12781	5930	12867	10943	8139	17040	57684	43288	95907	58399	87737	101808	29722	20478	31876	23668	24960	7956	89968	216925
ENSG00000186666	4218	2866	4783	1613	3266	228	3106	6009	1396	2390	2232	2279	2876	2916	5033	4842	916	3355	1508	2187	1703	1963	2813	3495	3323	9411	3657	3494	9599	5588	3420	6744	7213	4849	1718	4629	3006	2047	489	2778	3821	2839	3909	2375	3336	12677	16826	8650	4328	12967	16367	5270	11709	5068	8825	9582	9999	5308	3923	3328	5815	2138	3410	11817	3081	10614	3055	5918	3641	6778	4881	2589	2099	3080	4861	4708	2165	1672	2736	4346	4930	7457	1895	7488	9392	3417	6256	5627	4039	3068	1436	1189	1696	868	1061	803	345	985	482	258	772	2045	627	75	1556	380	1753	1126	677	2288	2078	531	1334	1590	1579	1215	3320	1808
ENSG00000100532	8329	6927	12258	3668	5233	529	13717	16098	3846	3701	4938	5482	3034	5201	5045	2855	7867	33524	2806	6681	5496	10455	6667	6859	6340	17944	5923	10406	19529	18807	1618	9478	44827	8930	4360	8588	7223	2121	1334	4505	7337	4252	7872	29683	2221	5981	4460	4853	1510	4330	6808	1917	4458	3313	8047	9123	5525	3138	8161	5266	2473	2290	2264	68887	19122	41372	7680	39657	14204	29860	18974	10961	19622	22703	19750	36666	36021	19575	38960	40088	52351	25932	6103	9755	9908	3470	11932	5811	3194	1828	2494	5340	12139	3326	2190	1607	3177	2320	1178	1742	3146	1525	1056	1280	5352	2068	6901	5382	7575	8458	2371	2115	4881	5298	2304	1722	94624	90553
ENSG00000172339	4966	3390	3945	2214	3982	378	1458	5940	985	1818	1513	6855	3179	8152	10214	3449	1935	4752	1299	2214	2262	2457	2543	2004	772	5741	1708	3178	6442	9447	759	10879	5771	4312	2121	1061	908	384	530	4169	5226	6834	14014	4653	3706	5436	2194	2148	681	4073	5449	4049	6388	2345	2459	1589	1154	1976	2122	4909	3169	3454	5558	4687	7917	18658	3230	6292	6565	4482	5536	4855	1586	7921	9552	2880	9073	6646	3598	1353	1305	862	290	199	302	969	2401	2595	2312	1708	1932	4874	14804	0	0	0	0	0	0	0	0	0	0	0	0	0	2308	1134	1613	1688	2549	1663	3039	2699	1513	2412	3541	3039
ENSG00000033867	4619	9182	7285	959	894	152	1962	6959	6336	4568	10149	5701	2196	4667	2955	2124	1213	18657	2746	3202	3637	10359	8160	7606	9271	17843	11351	9444	13842	6739	303	3637	25237	12094	4748	8816	9098	1718	1363	1742	2264	4111	5784	14994	4665	7015	4971	9946	910	2839	2371	3048	3834	3649	3904	4017	2321	2848	1234	833	983	681	228	30889	32550	71992	18616	23187	9949	21877	18766	15517	12993	13048	10052	17716	12737	5072	7713	59723	65914	48662	7132	15863	12814	2844	16630	3169	2125	1660	453	25398	61316	7234	2126	7085	4819	2875	3237	1278	4639	931	1148	1139	2020	601	15662	10675	9952	13754	9376	10511	3478	3165	3217	747	9828	25491
ENSG00000101463	63312	31396	46959	44699	72825	9323	65553	155804	10547	25284	30859	10321	9150	9367	0	0	831	2352	46064	42959	41167	53057	60038	28301	69720	83269	22128	22610	6523	7699	0	0	304	72116	48405	62703	19555	6757	6901	31082	18753	76	456	380	10401	25549	7795	0	76	9094	9775	0	0	29313	54412	60709	71910	9234	15375	6874	13735	608	3566	380	41507	110953	19865	81439	37137	61689	456	152	1443	228	0	0	0	0	0	76	152	18364	4028	13189	12448	18	0	887	556	43	152	288	952	5883	13315	9401	5932	0	75	0	3568	75	0	59	75	230	20734	12101	39712	32214	0	76	152	228	76	0	1062	566
ENSG00000057657	2100	2205	1772	682	1276	152	6904	6633	3021	1709	2048	1149	1442	2578	1394	689	532	8890	1516	1291	1544	2209	1927	3325	4260	8886	2589	1897	8117	4352	999	1768	4315	4138	1537	2015	987	986	1739	4586	6215	3180	12851	2967	456	2951	185	1617	247	7892	1544	7581	2781	3644	2293	152	532	580	909	1754	2417	2126	912	2576	2657	5470	988	532	304	455	3486	5305	1443	2044	4996	2936	607	607	152	152	152	168	76	76	304	378	227	736	757	1094	304	6195	10303	1137	986	380	456	293	304	944	1212	985	907	302	1440	278	608	531	1669	1389	607	152	3175	2791	2751	1440	2640	3164
ENSG00000168743	7173	5702	4619	3322	1517	1056	1135	1211	10235	4913	3668	196690	40970	166687	2044	1604	4089	19192	532	659	339	1805	1015	391	75	391	9145	2407	67336	91184	8800	2801	5156	5524	1746	2657	3663	2201	682	144821	115102	7263	23995	10440	12881	17852	1367	1740	1519	56145	67259	1216	303	7035	9615	1840	1125	10852	9588	22247	20441	430	304	748	28714	74165	12722	16989	8179	9456	13627	758	1896	385866	219489	193287	76	226	76	2636	2503	22073	2907	3472	1419	8676	9802	44627	22081	4947	1669	643	851	6050	9099	2861	2264	906	365	16714	6908	71	151	4141	24400	4373	3053	2596	1995	2195	4307	6973	26418	21384	23123	34716	7208	6619
ENSG00000213949	5329	13615	4545	2419	1822	529	3936	6581	43181	28126	29457	40538	14551	59891	123757	46053	1870	15430	1499	2410	1007	2945	2288	2765	1281	3311	56547	34030	51692	49031	30693	46757	8545	6677	1921	623	2636	4970	11961	21284	31272	56619	66409	8475	1062	5581	2038	36630	10366	21651	28125	36945	65579	9332	11611	10339	9856	13650	17672	16110	12235	34207	35473	16033	6129	12539	1508	9039	2801	3555	43659	31257	17493	93827	59378	84162	23591	12854	18125	29536	48255	19603	1429	2550	1245	10754	34423	45979	26063	17420	7879	1230	2180	1515	378	1361	453	3767	2418	4312	3247	3699	3404	75	596	151	4328	3110	3245	5278	14133	11382	55575	64915	6038	4089	1358	1422
ENSG00000141429	28111	18670	31297	6629	7019	1280	14658	25444	16338	14988	24952	22934	8183	16380	52085	25263	6938	20262	6431	12039	14428	25522	23221	15429	18285	28854	38770	41734	37767	24139	13609	36091	28335	31004	10801	23042	16372	7556	5063	20458	27798	29349	54699	38652	7003	13683	9316	17266	7533	4910	8256	13022	21038	12919	16279	22239	16267	11694	12325	4820	5719	16374	8028	15218	43520	90881	21982	49057	26404	44340	89786	57951	78554	80026	153975	105702	42932	24478	43492	17316	25035	36513	11006	22879	22635	7782	29309	18756	12621	19438	13579	6735	14237	66948	30071	234429	192880	8667	8224	21023	57114	41083	33216	10005	55585	18674	56107	41689	73195	95979	14385	9228	32452	24468	38177	24528	10508	29819
ENSG00000180190	13865	15719	21034	6215	5678	1213	16118	26118	4484	2128	2732	12197	9110	19835	14817	10312	5086	29808	5204	5368	4466	6842	8313	3734	7279	10470	3174	2200	29271	12402	3277	6697	16529	4923	4331	4833	4265	768	1496	6505	6891	2710	3116	4381	10885	24059	15966	5541	1290	17685	25513	12825	28640	4925	9890	17772	13292	1211	1671	12184	6830	9778	17748	11120	20058	56795	9035	19720	10856	11217	4783	3427	5162	28634	32084	29087	10338	7674	8759	54564	67220	7737	3863	1484	1146	995	5556	6314	6766	724	1314	14530	35424	10190	10667	5154	3025	1673	2015	20427	38014	3454	5368	16496	69162	30715	4856	4978	1274	2049	371	834	5141	2372	228	76	4300	15283
ENSG00000197712	8347	8006	4658	5027	13133	1212	9757	12543	17907	12745	20007	17100	9296	21506	66603	29903	7066	29065	526	451	455	606	676	892	835	1514	11372	8176	9111	6874	8792	23901	8485	3086	929	3483	3318	2592	3774	3525	3490	8792	14946	13580	226	1056	378	5496	1917	2494	2007	4321	9944	969	1128	828	661	10740	12550	10985	10481	7637	14014	5365	5178	13353	2194	7216	2946	3823	32834	7631	18710	12822	5716	14820	27532	21777	30943	3618	3443	6831	2832	1176	1156	748	7361	6011	8145	3224	2795	1362	2579	602	724	1502	1707	1209	513	221	1732	1743	2087	1208	3092	1816	1207	1179	1700	2271	3720	1967	6177	3744	11288	3085	5285	17310
ENSG00000123243	27596	18827	26787	30732	9136	4392	15601	39369	23257	67652	10748	62977	72950	67488	3796	1969	11889	60390	5295	15790	7648	10585	9229	7045	6747	5824	31224	28751	38278	58988	1315	814	52126	77799	37680	21183	34411	28940	12426	186650	127476	6289	12657	11003	20222	27460	12350	32499	14020	50662	7210	2882	4707	33955	31107	17804	16394	16374	34752	12911	10750	6402	13318	48575	59426	123027	33514	103175	36125	58780	39914	9256	17851	75456	64237	70638	24727	20894	1744	8862	11608	15924	1743	4668	3749	5278	14533	1087	833	5759	2514	16547	31510	161415	71259	47332	41689	11544	11731	1638	3177	1508	9106	121560	441883	170844	26662	14186	18307	26356	5087	3134	14861	17036	2508	2838	15183	16668
ENSG00000168710	372154	406649	339677	120774	106081	51876	435476	454925	57534	71105	84136	342480	136803	372036	89200	73285	29176	116018	169356	119212	125852	171949	148583	315207	128377	475070	99204	53018	367265	252526	50652	72520	71833	598530	270454	328742	290740	24540	18055	201823	209234	77484	114213	85302	22441	177491	45864	26474	15367	62313	76185	14789	33249	154079	191012	197057	139906	40831	31052	73828	78971	88301	82755	95336	478267	1173770	242195	722309	404327	508985	142001	91986	116263	262922	269474	306098	144542	76885	135058	62566	88783	287988	60358	192769	181072	28938	47795	123813	59000	47739	50505	85217	301931	94975	75535	177194	181839	5277	2400	77160	71843	18331	17354	16254	66492	26491	264397	183809	514141	841923	24716	30513	142334	102443	115265	242797	69565	55632
ENSG00000164675	833	600	152	152	76	0	1095	685	151	0	76	1062	753	1376	152	0	9646	53949	75	151	0	303	151	228	152	455	225	228	5939	3353	0	76	31725	226	76	228	151	0	0	1297	3847	151	228	34359	166	396	0	152	76	862	1225	0	0	1059	1292	456	208	883	227	4824	5267	380	272	57023	2346	6358	1208	2795	1388	2807	0	36	76	152	105	152	76	76	0	118685	129625	1153	227	145	152	0	229	489	227	75	0	9916	24973	1285	757	152	352	0	0	151	563	0	23	71211	223690	134411	5553	4809	5001	7989	5941	5962	2131	1638	2446	1634	188469	556788
ENSG00000128805	24267	6717	9234	15685	62547	3113	12776	39135	1397	3414	4855	1134	790	454	683	379	2415	18169	8640	10146	20642	6057	12307	9698	2243	5399	5726	7337	487	1811	129	8176	3342	9177	11249	3255	3860	4402	4348	606	228	2452	4022	1808	3759	3439	2199	2458	1229	874	1696	1061	2429	11440	9987	1557	3968	2360	1941	735	377	371	980	21413	7686	23342	4107	6465	3323	3142	2788	1438	4045	3937	6865	6338	453	379	380	2255	2624	33049	13513	17069	13269	1291	5412	5214	6875	1114	758	39966	64548	2238	2649	598	454	608	302	1135	835	0	0	407	1307	881	8610	7283	3895	4066	2047	1450	6260	4469	820	1031	2659	2216
ENSG00000132361	130719	81471	77832	93719	47859	36939	236096	328126	113766	457740	192945	381757	263764	277200	282767	461155	63578	96279	96635	72008	62184	73147	77378	88437	110585	195468	158416	187462	349203	421813	139092	448698	52781	160467	130871	179255	63522	248599	64922	200248	302308	337634	147322	94808	65045	121441	85373	81934	73190	209299	242682	47266	212077	61104	90196	45818	62006	89196	69834	91196	65450	108571	455858	42636	141974	414855	86168	202413	128740	122988	581054	500054	371980	252716	497137	292116	368144	364644	301623	113440	100251	171811	48572	103401	117795	330182	661385	369440	187389	280140	218333	79203	122084	56370	63752	62572	43827	257051	110532	189082	218266	125067	195891	34512	158290	73087	65209	39763	59357	64109	95197	83832	149679	158819	189877	127512	72854	58661
ENSG00000171503	16615	14615	16309	4735	6136	794	11469	15522	70621	73548	99985	41582	12795	40134	104391	89926	4027	17703	3098	5857	3068	5131	4525	4320	6075	12296	59233	27595	58026	23757	20492	21242	10371	14380	10114	10570	11544	29404	9338	17070	43376	43337	55595	21209	6894	17559	15377	103623	39629	33309	65241	59622	85811	9565	10259	12521	10285	59815	45095	20514	26085	30010	59467	10931	24137	64624	15103	39271	15848	29510	640864	479647	428071	158226	168565	136754	274308	131448	177410	13350	22788	34879	6790	11672	7930	86991	320647	95962	76703	83207	56571	12819	37912	30725	14881	22853	13709	63284	73161	44730	118873	158499	145511	20135	91383	36915	28760	17586	22566	27240	97492	105353	91874	72887	161976	95137	45531	83139
ENSG00000144460	5331	2093	4193	4472	76	1670	9210	13483	0	75	0	0	0	0	0	0	76	759	3032	758	1251	5558	2949	3621	6577	4016	0	76	304	0	0	1215	638	9504	3305	4234	532	0	0	0	0	0	0	1001	3111	4621	2647	0	0	0	0	0	0	941	1429	901	826	0	15	40	0	0	0	453	45233	126869	17838	24333	11290	16987	0	0	0	0	0	0	0	0	0	0	304	16346	1898	12413	6554	228	76	19670	4445	0	0	125	228	6906	7735	20173	14078	0	0	0	0	0	0	1390	2179	4360	22473	12570	28461	29413	170	70	0	0	76	76	10421	6390
ENSG00000134317	4901	4915	6809	1670	131	580	1311	4416	908	304	1214	5018	1614	5651	6346	7132	1141	7133	1993	4171	1811	5207	3448	2093	3030	4377	450	987	2155	4091	2083	8093	4052	2121	1289	1137	983	425	455	2556	3155	6156	23152	3342	4027	6729	2930	3551	748	4270	5224	18380	15356	1978	1967	8733	8955	228	211	744	1428	294	379	10569	13634	45595	6343	4929	1730	3098	531	478	1591	2078	985	1817	1893	2339	530	14647	27219	774	0	378	82	76	0	0	76	75	0	228	1281	1101	726	1422	961	149	375	578	499	1169	2035	3154	7504	6936	614	303	3273	5358	0	0	2963	2776	151	122	58063	79203
ENSG00000155903	6860	5695	11134	2044	2098	75	4208	8395	1546	1224	2314	1664	816	1965	1385	834	300	8167	1651	1649	1888	6483	5778	2134	10231	10220	3161	3386	9962	4261	1662	2796	8848	5131	1815	3247	2404	0	439	1550	2016	1533	2877	3502	2139	4805	5806	2927	707	1536	2697	1338	2262	5798	5744	10064	6415	999	1558	1207	1498	1354	471	1342	42723	112905	16049	28103	14139	21552	12911	9431	6945	24307	34365	22926	4430	2162	2494	11862	8454	17356	3165	6810	2995	2900	11124	4124	1509	1281	409	2547	5380	1053	374	1579	1284	451	0	450	661	225	75	3036	5996	2613	12617	8108	18617	28701	7632	4931	11741	8368	15859	4915	15401	38804
ENSG00000008282	32592	15906	17122	14593	33441	2383	8024	19252	32315	31676	31001	61225	43849	59703	36176	11149	34754	111448	4746	14442	13208	14422	19802	6515	4720	9473	48864	39003	173372	54784	8610	27760	86999	4840	4760	2644	4492	3070	2970	32345	28817	12106	18541	45334	3779	11445	12475	56493	14041	37692	102345	24391	33503	7136	9694	11849	9070	12324	30721	65100	42993	20496	22151	88829	41392	98863	15920	46005	28266	21503	65428	55184	60933	150919	165337	121000	67003	27061	46637	90712	92779	15166	4611	6645	6525	13952	58145	21109	14267	4493	1073	41751	58421	66319	25455	34602	26879	38505	48520	43581	96045	55803	35337	69628	312195	175594	342	0	164	179	234	300	75	226	8215	3647	26306	38074
ENSG00000181192	21540	18980	15593	10607	18846	2801	12309	30984	11599	35248	16192	160789	61678	128774	319095	184860	4785	18737	5447	4777	3241	6025	5141	4516	10711	12733	8270	3190	64313	19720	46460	18523	6450	9538	5617	10690	6864	5698	832	17939	26501	37815	27061	6476	379	3440	3298	2509	3994	5396	14634	1213	34559	1803	2426	4983	3375	2170	1106	7943	9623	22644	34755	3558	11039	31519	7945	11088	5052	6990	9058	6151	2194	49672	68806	86584	78638	45274	187417	14519	20317	19418	2521	12085	10767	32941	68035	88065	32012	146803	79259	17674	28492	23670	18524	15488	17837	26854	24603	116602	185204	471418	419041	29750	128514	50840	5783	3287	9973	8679	16680	9388	29138	50762	48110	40187	29124	30345
